name,base,slug,type1,type2,abil1,abil2,abilh,hp,atk,def,spa,spd,spe,form_num
Garchomp-Mega,garchomp,garchompmega,dragon,ground,sandforce,,,108,170,115,120,95,92,1
Lucario-Mega,lucario,lucariomega,fighting,steel,adaptability,,,70,145,88,140,70,112,1
Abomasnow-Mega,abomasnow,abomasnowmega,grass,ice,snowwarning,,,90,132,105,132,105,30,1
Gallade-Mega,gallade,gallademega,psychic,fighting,innerfocus,,,68,165,95,65,115,110,1
Rotom-Heat,rotom,rotomheat,electric,fire,levitate,,,50,65,107,105,107,86,1
Rotom-Wash,rotom,rotomwash,electric,water,levitate,,,50,65,107,105,107,86,2
Rotom-Frost,rotom,rotomfrost,electric,ice,levitate,,,50,65,107,105,107,86,3
Rotom-Fan,rotom,rotomfan,electric,flying,levitate,,,50,65,107,105,107,86,4
Rotom-Mow,rotom,rotommow,electric,grass,levitate,,,50,65,107,105,107,86,5
Dialga-Origin,dialga,dialgaorigin,steel,dragon,pressure,telepathy,,100,100,120,150,120,90,1
Palkia-Origin,palkia,palkiaorigin,water,dragon,pressure,telepathy,,90,100,100,150,120,120,1
Giratina-Origin,giratina,giratinaorigin,ghost,dragon,levitate,,,150,120,100,120,100,90,1
Shaymin-Sky,shaymin,shayminsky,grass,flying,serenegrace,,,100,103,75,120,75,127,1
Arceus-Fighting,arceus,arceusfighting,fighting,,multitype,,,120,120,120,120,120,120,1
Arceus-Flying,arceus,arceusflying,flying,,multitype,,,120,120,120,120,120,120,2
Arceus-Poison,arceus,arceuspoison,poison,,multitype,,,120,120,120,120,120,120,3
Arceus-Ground,arceus,arceusground,ground,,multitype,,,120,120,120,120,120,120,4
Arceus-Rock,arceus,arceusrock,rock,,multitype,,,120,120,120,120,120,120,5
Arceus-Bug,arceus,arceusbug,bug,,multitype,,,120,120,120,120,120,120,6
Arceus-Ghost,arceus,arceusghost,ghost,,multitype,,,120,120,120,120,120,120,7
Arceus-Steel,arceus,arceussteel,steel,,multitype,,,120,120,120,120,120,120,8
Arceus-Fire,arceus,arceusfire,fire,,multitype,,,120,120,120,120,120,120,9
Arceus-Water,arceus,arceuswater,water,,multitype,,,120,120,120,120,120,120,10
Arceus-Grass,arceus,arceusgrass,grass,,multitype,,,120,120,120,120,120,120,11
Arceus-Electric,arceus,arceuselectric,electric,,multitype,,,120,120,120,120,120,120,12
Arceus-Psychic,arceus,arceuspsychic,psychic,,multitype,,,120,120,120,120,120,120,13
Arceus-Ice,arceus,arceusice,ice,,multitype,,,120,120,120,120,120,120,14
Arceus-Dragon,arceus,arceusdragon,dragon,,multitype,,,120,120,120,120,120,120,15
Arceus-Dark,arceus,arceusdark,dark,,multitype,,,120,120,120,120,120,120,16
Arceus-Fairy,arceus,arceusfairy,fairy,,multitype,,,120,120,120,120,120,120,17
Samurott-Hisui,samurott,samurotthisui,water,dark,torrent,sharpness,,90,108,80,100,65,85,1
Audino-Mega,audino,audinomega,normal,fairy,healer,,,103,60,126,80,126,50,1
Lilligant-Hisui,lilligant,lilliganthisui,grass,fighting,chlorophyll,hustle,leafguard,70,105,75,50,75,105,1
Basculin-Blue-Striped,basculin,basculinbluestriped,water,,rockhead,adaptability,moldbreaker,70,92,65,80,55,98,1
Basculin-White-Striped,basculin,basculinwhitestriped,water,,rattled,adaptability,moldbreaker,70,92,65,80,55,98,2
Darumaka-Galar,darumaka,darumakagalar,ice,,hustle,,innerfocus,70,90,45,15,45,50,1
Darmanitan-Zen,darmanitan,darmanitanzen,fire,psychic,zenmode,,,105,30,105,140,105,55,1
Darmanitan-Galar,darmanitan,darmanitangalar,ice,,gorillatactics,,zenmode,105,140,55,30,55,95,2
Darmanitan-Galar-Zen,darmanitan,darmanitangalarzen,ice,fire,zenmode,,,105,160,55,30,55,135,3
Yamask-Galar,yamask,yamaskgalar,ground,ghost,wanderingspirit,,,38,55,85,30,65,30,1
Zorua-Hisui,zorua,zoruahisui,normal,ghost,illusion,,,35,60,40,85,40,70,1
Zoroark-Hisui,zoroark,zoroarkhisui,normal,ghost,illusion,,,55,100,60,125,60,110,1
Deerling-Summer,deerling,deerlingsummer,normal,grass,chlorophyll,sapsipper,serenegrace,60,60,50,40,50,75,1
Deerling-Autumn,deerling,deerlingautumn,normal,grass,chlorophyll,sapsipper,serenegrace,60,60,50,40,50,75,2
Deerling-Winter,deerling,deerlingwinter,normal,grass,chlorophyll,sapsipper,serenegrace,60,60,50,40,50,75,3
Sawsbuck-Summer,sawsbuck,sawsbucksummer,normal,grass,chlorophyll,sapsipper,serenegrace,80,100,70,60,70,95,1
Sawsbuck-Autumn,sawsbuck,sawsbuckautumn,normal,grass,chlorophyll,sapsipper,serenegrace,80,100,70,60,70,95,2
Sawsbuck-Winter,sawsbuck,sawsbuckwinter,normal,grass,chlorophyll,sapsipper,serenegrace,80,100,70,60,70,95,3
Stunfisk-Galar,stunfisk,stunfiskgalar,ground,steel,mimicry,,,109,81,99,66,84,32,1
Braviary-Hisui,braviary,braviaryhisui,psychic,flying,keeneye,sheerforce,tintedlens,110,83,70,112,70,65,1
Tornadus-Therian,tornadus,tornadustherian,flying,,regenerator,,,79,100,80,110,90,121,1
Thundurus-Therian,thundurus,thundurustherian,electric,flying,voltabsorb,,,79,105,70,145,80,101,1
Landorus-Therian,landorus,landorustherian,ground,flying,intimidate,,,89,145,90,105,80,91,1
Kyurem-White,kyurem,kyuremwhite,dragon,ice,turboblaze,,,125,120,90,170,100,95,1
Kyurem-Black,kyurem,kyuremblack,dragon,ice,teravolt,,,125,170,100,120,90,95,2
Keldeo-Resolute,keldeo,keldeoresolute,water,fighting,justified,,,91,72,90,129,90,108,1
Meloetta-Pirouette,meloetta,meloettapirouette,normal,fighting,serenegrace,,,100,128,90,77,77,128,1
Genesect-Douse,genesect,genesectdouse,bug,steel,download,,,71,120,95,120,95,99,1
Genesect-Shock,genesect,genesectshock,bug,steel,download,,,71,120,95,120,95,99,2
Genesect-Burn,genesect,genesectburn,bug,steel,download,,,71,120,95,120,95,99,3
Genesect-Chill,genesect,genesectchill,bug,steel,download,,,71,120,95,120,95,99,4
Greninja-Bond,greninja,greninjabond,water,dark,battlebond,,,72,95,67,103,71,122,1
Greninja-Ash,greninja,greninjaash,water,dark,battlebond,,,72,145,67,153,71,132,2
Vivillon-Polar,vivillon,vivillonpolar,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,1
Vivillon-Tundra,vivillon,vivillontundra,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,2
Vivillon-Continental,vivillon,vivilloncontinental,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,3
Vivillon-Garden,vivillon,vivillongarden,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,4
Vivillon-Elegant,vivillon,vivillonelegant,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,5
Vivillon-Meadow,vivillon,vivillonmeadow,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,6
Vivillon-Modern,vivillon,vivillonmodern,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,7
Vivillon-Marine,vivillon,vivillonmarine,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,8
Vivillon-Archipelago,vivillon,vivillonarchipelago,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,9
Vivillon-High Plains,vivillon,vivillonhigh plains,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,10
vivillon-Sandstorm,vivillon,vivillonsandstorm,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,11
Vivillon-River,vivillon,vivillonriver,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,12
Vivillon-Monsoon,vivillon,vivillonmonsoon,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,13
Vivillon-Savanna,vivillon,vivillonsavanna,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,14
Vivillon-Sun,vivillon,vivillonsun,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,15
Vivillon-Ocean,vivillon,vivillonocean,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,16
Vivillon-Jungle,vivillon,vivillonjungle,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,17
Vivillon-Fancy,vivillon,vivillonfancy,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,18
Vivillon-Pokeball,vivillon,vivillonpokeball,bug,flying,shielddust,compoundeyes,friendguard,80,52,50,90,50,89,19
Flabebe-Yellow,flabebe,flabebeyellow,fairy,,flowerveil,,symbiosis,44,38,39,61,79,42,1
Flabebe-Orange,flabebe,flabebeorange,fairy,,flowerveil,,symbiosis,44,38,39,61,79,42,2
Flabebe-Blue,flabebe,flabebeblue,fairy,,flowerveil,,symbiosis,44,38,39,61,79,42,3
Flabebe-White,flabebe,flabebewhite,fairy,,flowerveil,,symbiosis,44,38,39,61,79,42,4
Floette-Yellow,floette,floetteyellow,fairy,,flowerveil,,symbiosis,54,45,47,75,98,52,1
Floette-Orange,floette,floetteorange,fairy,,flowerveil,,symbiosis,54,45,47,75,98,52,2
Floette-Blue,floette,floetteblue,fairy,,flowerveil,,symbiosis,54,45,47,75,98,52,3
Floette-White,floette,floettewhite,fairy,,flowerveil,,symbiosis,54,45,47,75,98,52,4
Floette-Eternal,floette,floetteeternal,fairy,,flowerveil,,,74,65,67,125,128,92,5
Florges-Yellow,florges,florgesyellow,fairy,,flowerveil,,symbiosis,78,65,68,112,154,75,1
Florges-Orange,florges,florgesorange,fairy,,flowerveil,,symbiosis,78,65,68,112,154,75,2
Florges-Blue,florges,florgesblue,fairy,,flowerveil,,symbiosis,78,65,68,112,154,75,3
Florges-White,florges,florgeswhite,fairy,,flowerveil,,symbiosis,78,65,68,112,154,75,4
Furfrou-Heart,furfrou,furfrouheart,normal,,furcoat,,,75,80,60,65,90,102,1
Furfrou-Star,furfrou,furfroustar,normal,,furcoat,,,75,80,60,65,90,102,2
Furfrou-Diamond,furfrou,furfroudiamond,normal,,furcoat,,,75,80,60,65,90,102,3
Furfrou-Debutante,furfrou,furfroudebutante,normal,,furcoat,,,75,80,60,65,90,102,4
Furfrou-Matron,furfrou,furfroumatron,normal,,furcoat,,,75,80,60,65,90,102,5
Furfrou-Dandy,furfrou,furfroudandy,normal,,furcoat,,,75,80,60,65,90,102,6
Furfrou-La Reine,furfrou,furfroula reine,normal,,furcoat,,,75,80,60,65,90,102,7
Furfrou-Kabuki,furfrou,furfroukabuki,normal,,furcoat,,,75,80,60,65,90,102,8
Furfrou-Pharaoh,furfrou,furfroupharaoh,normal,,furcoat,,,75,80,60,65,90,102,9
Meowstic-F,meowstic,meowsticf,psychic,,keeneye,infiltrator,competitive,74,80,60,65,90,102,1
Aegislash-Blade,aegislash,aegislashblade,steel,ghost,stancechange,,,60,140,50,140,50,60,1
Sliggoo-Hisui,sliggoo,sliggoohisui,steel,dragon,sapsipper,shellarmor,gooey,58,75,83,83,113,40,1
Goodra-Hisui,goodra,goodrahisui,steel,dragon,sapsipper,shellarmor,gooey,80,100,100,110,150,60,1
Pumpkaboo-Small,pumpkaboo,pumpkaboosmall,ghost,grass,pickup,frisk,insomnia,44,66,70,44,55,56,1
Pumpkaboo-Large,pumpkaboo,pumpkaboolarge,ghost,grass,pickup,frisk,insomnia,54,66,70,44,55,46,2
Pumpkaboo-Super,pumpkaboo,pumpkaboosuper,ghost,grass,pickup,frisk,insomnia,59,66,70,44,55,41,3
Gourgeist-Small,gourgeist,gourgeistsmall,ghost,grass,pickup,frisk,insomnia,55,85,122,58,75,99,1
Gourgeist-Large,gourgeist,gourgeistlarge,ghost,grass,pickup,frisk,insomnia,75,95,122,58,75,69,2
Gourgeist-Super,gourgeist,gourgeistsuper,ghost,grass,pickup,frisk,insomnia,85,100,122,58,75,54,3
Avalugg-Hisui,avalugg,avalugghisui,ice,rock,strongjaw,icebody,sturdy,95,127,184,34,36,38,1
Xerneas-Active,xerneas,xerneasactive,fairy,,fairyaura,,,126,131,95,131,98,99,1
Zygarde-10%,zygarde,zygarde10%,dragon,ground,aurabreak,,,54,100,71,61,85,115,1
Zygarde-10%-PC,zygarde,zygarde10%pc,dragon,ground,powerconstruct,,,54,100,71,61,85,115,2
Zygarde-PC,zygarde,zygardepc,dragon,ground,powerconstruct,,,108,100,121,81,95,95,3
Zygarde-Complete,zygarde,zygardecomplete,dragon,ground,powerconstruct,,,216,100,121,91,95,85,4
Diancie-Mega,diancie,dianciemega,rock,fairy,magicbounce,,,50,160,110,160,110,110,1
Hoopa-Unbound,hoopa,hoopaunbound,psychic,dark,magician,,,80,160,60,170,130,80,1
Decidueye-Hisui,decidueye,decidueyehisui,grass,fighting,overgrow,,scrappy,88,112,80,95,95,60,1
Gumshoos-Totem,gumshoos,gumshoostotem,normal,,adaptability,,,88,110,60,55,60,45,1
Vikavolt-Totem,vikavolt,vikavolttotem,bug,electric,levitate,,,77,70,90,145,75,43,1
Oricorio-Pom Pom,oricorio,oricoriopompom,electric,flying,dancer,,,75,70,70,98,70,93,1
Oricorio-Pa'u,oricorio,oricoriopau,psychic,flying,dancer,,,75,70,70,98,70,93,1
Oricorio-Sensu,oricorio,oricoriosensu,ghost,flying,dancer,,,75,70,70,98,70,93,1
Ribombee-Totem,ribombee,ribombeetotem,bug,fairy,sweetveil,,,60,55,60,95,70,124,1
Rockruff-Dusk,rockruff,rockruffdusk,rock,,owntempo,,,45,65,40,30,40,60,1
Lycanroc-Midnight,lycanroc,lycanrocmidnight,rock,,keeneye,vitalspirit,noguard,85,115,75,55,75,82,1
Lycanroc-Dusk,lycanroc,lycanrocdusk,rock,,toughclaws,,,75,117,65,55,65,110,2
Wishiwashi-School,wishiwashi,wishiwashischool,water,,schooling,,,45,140,130,140,135,30,1
Araquanid-Totem,araquanid,araquanidtotem,water,bug,waterbubble,,,68,70,92,50,132,42,1
Lurantis-Totem,lurantis,lurantistotem,grass,,leafguard,,,70,105,90,80,90,45,1
Salazzle-Totem,salazzle,salazzletotem,poison,fire,corrosion,,,70,105,90,80,90,45,1
Silvally-Fighting,silvally,silvallyfighting,fighting,,rkssystem,,,95,95,95,95,95,95,1
Silvally-Flying,silvally,silvallyflying,flying,,rkssystem,,,95,95,95,95,95,95,2
Silvally-Poison,silvally,silvallypoison,poison,,rkssystem,,,95,95,95,95,95,95,3
Silvally-Ground,silvally,silvallyground,ground,,rkssystem,,,95,95,95,95,95,95,4
Silvally-Rock,silvally,silvallyrock,rock,,rkssystem,,,95,95,95,95,95,95,5
Silvally-Bug,silvally,silvallybug,bug,,rkssystem,,,95,95,95,95,95,95,6
Silvally-Ghost,silvally,silvallyghost,ghost,,rkssystem,,,95,95,95,95,95,95,7
Silvally-Steel,silvally,silvallysteel,steel,,rkssystem,,,95,95,95,95,95,95,8
Silvally-Fire,silvally,silvallyfire,fire,,rkssystem,,,95,95,95,95,95,95,9
Silvally-Water,silvally,silvallywater,water,,rkssystem,,,95,95,95,95,95,95,10
Silvally-Grass,silvally,silvallygrass,grass,,rkssystem,,,95,95,95,95,95,95,11
Silvally-Electric,silvally,silvallyelectric,electric,,rkssystem,,,95,95,95,95,95,95,12
Silvally-Psychic,silvally,silvallypsychic,psychic,,rkssystem,,,95,95,95,95,95,95,13
Silvally-Ice,silvally,silvallyice,ice,,rkssystem,,,95,95,95,95,95,95,14
Silvally-Dragon,silvally,silvallydragon,dragon,,rkssystem,,,95,95,95,95,95,95,15
Silvally-Dark,silvally,silvallydark,dark,,rkssystem,,,95,95,95,95,95,95,16
Silvally-Fairy,silvally,silvallyfairy,fairy,,rkssystem,,,95,95,95,95,95,95,17
Minior-Meteor-Orange,minior,miniormeteororange,rock,flying,shieldsdown,,,60,60,100,60,100,60,1
Minior-Meteor-Yellow,minior,miniormeteoryellow,rock,flying,shieldsdown,,,60,60,100,60,100,60,2
Minior-Meteor-Green,minior,miniormeteorgreen,rock,flying,shieldsdown,,,60,60,100,60,100,60,3
Minior-Meteor-Blue,minior,miniormeteorblue,rock,flying,shieldsdown,,,60,60,100,60,100,60,4
Minior-Meteor-Indigo,minior,miniormeteorindigo,rock,flying,shieldsdown,,,60,60,100,60,100,60,5
Minior-Meteor-Violet,minior,miniormeteorviolet,rock,flying,shieldsdown,,,60,60,100,60,100,60,6
Minior-Red,minior,miniorred,rock,flying,shieldsdown,,,60,100,60,100,60,120,7
Minior-Orange,minior,miniororange,rock,flying,shieldsdown,,,60,100,60,100,60,120,8
Minior-Yellow,minior,minioryellow,rock,flying,shieldsdown,,,60,100,60,100,60,120,9
Minior-Green,minior,miniorgreen,rock,flying,shieldsdown,,,60,100,60,100,60,120,10
Minior-Blue,minior,miniorblue,rock,flying,shieldsdown,,,60,100,60,100,60,120,11
Minior-Indigo,minior,miniorindigo,rock,flying,shieldsdown,,,60,100,60,100,60,120,12
Minior-Violet,minior,miniorviolet,rock,flying,shieldsdown,,,60,100,60,100,60,120,13
Togedemaru-Totem,togedemaru,togedemarutotem,electric,steel,sturdy,,,65,98,63,40,73,96,1
Mimikyu-Busted,mimikyu,mimikyubusted,ghost,fairy,disguise,,,55,90,80,50,105,96,1
Mimikyu-Totem,mimikyu,mimikyutotem,ghost,fairy,disguise,,,55,90,80,50,105,96,2
Mimikyu-Busted-Totem,mimikyu,mimikyubustedtotem,ghost,fairy,disguise,,,55,90,80,50,105,96,3
Kommo-o-Totem,kommoo,kommoototem,dragon,fighting,overcoat,,,75,110,125,100,105,85,1
Necrozma-Dusk-Mane,necrozma,necrozmaduskmane,psychic,steel,prismarmor,,,97,157,127,113,109,77,1
Necrozma-Dawn-Wings,necrozma,necrozmadawnwings,psychic,ghost,prismarmor,,,97,113,109,157,127,77,2
Necrozma-Ultra,necrozma,necrozmaultra,psychic,dragon,neuroforce,,,97,167,97,167,97,129,3
Magearna-Original,magearna,magearnaoriginal,steel,fairy,soulheart,,,80,95,115,130,115,65,1
Cramorant-Gulping,cramorant,cramorantgulping,flying,water,gulpmissile,,,70,85,55,85,95,85,1
Cramorant-Gorging,cramorant,cramorantgorging,flying,water,gulpmissile,,,70,85,55,85,95,85,2
Toxtricity-Low-Key,toxtricity,toxtricitylowkey,electric,poison,punkrock,minus,technician,75,98,70,114,70,75,1
Sinistea-Antique,sinistea,sinisteaantique,ghost,,weakarmor,,cursedbody,40,45,45,74,54,50,1
Polteageist-Antique,polteageist,polteageistantique,ghost,,weakarmor,,cursedbody,60,65,65,134,114,70,1
Alcremie-Ruby-Cream,alcremie,alcremierubycream,fairy,,sweetveil,,aromaveil,65,60,75,110,121,64,1
Alcremie-Matcha-Cream,alcremie,alcremiematchacream,fairy,,sweetveil,,aromaveil,65,60,75,110,121,64,2
Alcremie-Mint-Cream,alcremie,alcremiemintcream,fairy,,sweetveil,,aromaveil,65,60,75,110,121,64,3
Alcremie-Lemon-Cream,alcremie,alcremielemoncream,fairy,,sweetveil,,aromaveil,65,60,75,110,121,64,4
Alcremie-Salted-Cream,alcremie,alcremiesaltedcream,fairy,,sweetveil,,aromaveil,65,60,75,110,121,64,5
Alcremie-Ruby-Swirl,alcremie,alcremierubyswirl,fairy,,sweetveil,,aromaveil,65,60,75,110,121,64,6
Alcremie-Caramel-Swirl,alcremie,alcremiecaramelswirl,fairy,,sweetveil,,aromaveil,65,60,75,110,121,64,7
Alcremie-Rainbow-Swirl,alcremie,alcremierainbowswirl,fairy,,sweetveil,,aromaveil,65,60,75,110,121,64,8
Eiscue-Noice,eiscue,eiscuenoice,ice,,iceface,,,75,80,70,65,50,130,1
Indeedee-F,indeedee,indeedeef,psychic,normal,owntempo,synchronize,psychicsurge,70,55,65,95,105,85,1
Morpeko-Hangry,morpeko,morpekohangry,electric,dark,hungerswitch,,,58,95,58,70,58,97,1
Zacian-Crowned,zacian,zaciancrowned,fairy,steel,intrepidsword,,,92,150,115,80,115,148,1
Zamazenta-Crowned,zamazenta,zamazentacrowned,fighting,steel,dauntlessshield,,,92,120,140,80,140,128,1
Eternatus-Eternamax,eternatus,eternatuseternamax,poison,dragon,pressure,,,255,115,250,125,250,130,1
Urshifu-Rapid-Strike,urshifu,urshifurapidstrike,fighting,water,unseenfist,,,100,130,100,63,60,97,1
Zarude-Dada,zarude,zarudedada,dark,grass,leafguard,,,105,120,105,70,95,105,1
Calyrex-Ice,calyrex,calyrexice,psychic,ice,asoneglastrier,,,100,165,150,85,130,50,1
Calyrex-Shadow,calyrex,calyrexshadow,psychic,ghost,asonespectrier,,,100,85,80,165,100,150,2
Ursaluna-Bloodmoon,ursaluna,ursalunabloodmoon,ground,normal,mindseye,,,113,70,120,135,65,52,1
Basculegion-F,basculegion,basculegionf,water,ghost,swiftswim,adaptability,moldbreaker,120,92,65,100,75,78,1
Enamorus-Therian,enamorus,enamorustherian,fairy,flying,contrary,,,74,115,70,135,80,106,1
Oinkologne-F,oinkologne,oinkolognef,normal,,aromaveil,gluttony,thickfat,115,90,70,59,90,65,1
Maushold-Four,maushold,mausholdfour,normal,,friendguard,cheekpouch,technician,74,75,70,65,75,111,1
Squawkabilly-Blue,squawkabilly,squawkabillyblue,normal,flying,intimidate,hustle,guts,82,96,51,45,51,92,1
Squawkabilly-Yellow,squawkabilly,squawkabillyyellow,normal,flying,intimidate,hustle,guts,82,96,51,45,51,92,2
Squawkabilly-White,squawkabilly,squawkabillywhite,normal,flying,intimidate,hustle,guts,82,96,51,45,51,92,3
Palafin-Hero,palafin,palafinhero,water,,zerotohero,,,100,160,97,106,87,100,1
Tatsugiri-Droopy,tatsugiri,tatsugiridroopy,dragon,water,commander,,stormdrain,68,50,60,120,95,82,1
Tatsugiri-Stretchy,tatsugiri,tatsugiristretchy,dragon,water,commander,,stormdrain,68,50,60,120,95,82,2
Dudunsparce-Three-Segment,dudunsparce,dudunsparcethreesegment,normal,,serenegrace,runaway,rattled,125,100,80,85,75,55,1
Gimmighoul-Roaming,gimmighoul,gimmighoulroaming,ghost,,runaway,,,45,30,25,75,45,80,1
Koraidon-Limited,koraidon,koraidonlimited,fighting,dragon,orichalcumpulse,,,100,135,115,85,100,135,1
Koraidon-Sprinting,koraidon,koraidonsprinting,fighting,dragon,orichalcumpulse,,,100,135,115,85,100,135,2
Koraidon-Swimming,koraidon,koraidonswimming,fighting,dragon,orichalcumpulse,,,100,135,115,85,100,135,3
Koraidon-Gliding,koraidon,koraidongliding,fighting,dragon,orichalcumpulse,,,100,135,115,85,100,135,4
Miraidon-Low-Power,miraidon,miraidonlowpower,electric,dragon,hadronengine,,,100,85,100,135,115,135,1
Miraidon-Drive,miraidon,miraidondrive,electric,dragon,hadronengine,,,100,85,100,135,115,135,2
Miraidon-Aquatic,miraidon,miraidonaquatic,electric,dragon,hadronengine,,,100,85,100,135,115,135,3
Miraidon-Glide,miraidon,miraidonglide,electric,dragon,hadronengine,,,100,85,100,135,115,135,4
Poltchageist-Artisan,poltchageist,poltchageistartisan,grass,ghost,hospitality,,heatproof,40,45,45,74,54,50,1
Sinistcha-Masterpiece,sinistcha,sinistchamasterpiece,grass,ghost,hospitality,,heatproof,71,60,106,121,80,70,1
Ogerpon-Wellspring,ogerpon,ogerponwellspring,grass,water,waterabsorb,,,80,120,83,60,96,110,1
Ogerpon-Hearthflame,ogerpon,ogerponhearthflame,grass,fire,moldbreaker,,,80,120,83,60,96,110,2
Ogerpon-Cornerstone,ogerpon,ogerponcornerstone,grass,rock,sturdy,,,80,120,83,60,96,110,3
Orgerpon-Teal-Tera,ogerpon,orgerpontealtera,grass,,embodyaspectteal,,,80,120,83,60,96,110,4
Ogerpon-Wellspring-Tera,ogerpon,ogerponwellspringtera,grass,water,embodyaspectwellspring,,,80,120,83,60,96,110,5
Ogerpon-Hearthflame-Tera,ogerpon,ogerponhearthflametera,grass,fire,embodyaspecthearthflame,,,80,120,83,60,96,110,6
Ogerpon-Cornerstone-Tera,ogerpon,ogerponcornerstonetera,grass,rock,embodyaspectcornerstone,,,80,120,83,60,96,110,7
Terapagos-Terastal,terapagos,terapagosterastal,normal,,terashell,,,95,95,110,105,110,85,1
Terapagos-Stellar,terapagos,terapagosstellar,normal,,teraformzero,,,160,105,110,130,110,85,2
